support,confidence,execution_time
0.1,0.75,1.4548070430755615
0.1,0.766,1.3738384246826172
0.1,0.782,1.3751752376556396
0.1,0.798,1.3905091285705566
0.1,0.8140000000000001,1.4086456298828125
0.1,0.83,1.4495508670806885
0.1,0.846,1.3993713855743408
0.1,0.862,1.4342045783996582
0.1,0.878,1.4286174774169922
0.1,0.894,1.4326415061950684
0.1,0.91,1.3030452728271484
0.1,0.9259999999999999,1.3693056106567383
0.1,0.942,1.2986581325531006
0.1,0.958,1.3158066272735596
0.1,0.974,1.2859125137329102
0.1,0.99,1.3318147659301758
0.10666666666666667,0.75,1.3256113529205322
0.10666666666666667,0.766,1.2687265872955322
0.10666666666666667,0.782,1.3308241367340088
0.10666666666666667,0.798,1.365652322769165
0.10666666666666667,0.8140000000000001,1.3702681064605713
0.10666666666666667,0.83,1.2841706275939941
0.10666666666666667,0.846,1.2622544765472412
0.10666666666666667,0.862,1.3965215682983398
0.10666666666666667,0.878,1.3091490268707275
0.10666666666666667,0.894,1.3320047855377197
0.10666666666666667,0.91,1.2865841388702393
0.10666666666666667,0.9259999999999999,1.5790071487426758
0.10666666666666667,0.942,1.6383521556854248
0.10666666666666667,0.958,1.3914835453033447
0.10666666666666667,0.974,1.359189748764038
0.10666666666666667,0.99,1.339296579360962
0.11333333333333334,0.75,1.0220863819122314
0.11333333333333334,0.766,1.0334537029266357
0.11333333333333334,0.782,1.1035699844360352
0.11333333333333334,0.798,0.9786338806152344
0.11333333333333334,0.8140000000000001,0.9707677364349365
0.11333333333333334,0.83,0.9832241535186768
0.11333333333333334,0.846,0.9878356456756592
0.11333333333333334,0.862,1.0122249126434326
0.11333333333333334,0.878,1.048811912536621
0.11333333333333334,0.894,0.9661314487457275
0.11333333333333334,0.91,0.9539613723754883
0.11333333333333334,0.9259999999999999,0.9880387783050537
0.11333333333333334,0.942,0.9763467311859131
0.11333333333333334,0.958,1.0555505752563477
0.11333333333333334,0.974,0.9926767349243164
0.11333333333333334,0.99,0.9696767330169678
0.12000000000000001,0.75,0.6294777393341064
0.12000000000000001,0.766,0.6211977005004883
0.12000000000000001,0.782,0.6032519340515137
0.12000000000000001,0.798,0.6620948314666748
0.12000000000000001,0.8140000000000001,0.6213641166687012
0.12000000000000001,0.83,0.6330947875976562
0.12000000000000001,0.846,0.7409734725952148
0.12000000000000001,0.862,0.6166484355926514
0.12000000000000001,0.878,0.6313896179199219
0.12000000000000001,0.894,0.6055898666381836
0.12000000000000001,0.91,0.6094093322753906
0.12000000000000001,0.9259999999999999,0.6068131923675537
0.12000000000000001,0.942,0.6057772636413574
0.12000000000000001,0.958,0.611133337020874
0.12000000000000001,0.974,0.6206443309783936
0.12000000000000001,0.99,0.636376142501831
0.12666666666666668,0.75,0.6412155628204346
0.12666666666666668,0.766,0.6249668598175049
0.12666666666666668,0.782,0.6176049709320068
0.12666666666666668,0.798,0.6181879043579102
0.12666666666666668,0.8140000000000001,0.6251931190490723
0.12666666666666668,0.83,0.6151390075683594
0.12666666666666668,0.846,0.6156618595123291
0.12666666666666668,0.862,0.6143102645874023
0.12666666666666668,0.878,0.6316070556640625
0.12666666666666668,0.894,0.6301913261413574
0.12666666666666668,0.91,0.6165280342102051
0.12666666666666668,0.9259999999999999,0.6389024257659912
0.12666666666666668,0.942,0.6299295425415039
0.12666666666666668,0.958,0.626924991607666
0.12666666666666668,0.974,0.640446662902832
0.12666666666666668,0.99,0.6510488986968994
0.13333333333333333,0.75,0.6897459030151367
0.13333333333333333,0.766,0.6447982788085938
0.13333333333333333,0.782,0.6362178325653076
0.13333333333333333,0.798,0.6276640892028809
0.13333333333333333,0.8140000000000001,0.642937421798706
0.13333333333333333,0.83,0.6609513759613037
0.13333333333333333,0.846,0.636042594909668
0.13333333333333333,0.862,0.69187331199646
0.13333333333333333,0.878,0.7131268978118896
0.13333333333333333,0.894,0.6235659122467041
0.13333333333333333,0.91,0.6260018348693848
0.13333333333333333,0.9259999999999999,0.640289306640625
0.13333333333333333,0.942,0.6549718379974365
0.13333333333333333,0.958,0.6721811294555664
0.13333333333333333,0.974,0.6181113719940186
0.13333333333333333,0.99,0.6118226051330566
0.14,0.75,0.6260452270507812
0.14,0.766,0.6260888576507568
0.14,0.782,0.6238601207733154
0.14,0.798,0.788949728012085
0.14,0.8140000000000001,0.6378457546234131
0.14,0.83,0.6777386665344238
0.14,0.846,0.6529803276062012
0.14,0.862,0.6427755355834961
0.14,0.878,0.6208286285400391
0.14,0.894,0.6093835830688477
0.14,0.91,0.6170098781585693
0.14,0.9259999999999999,0.6153857707977295
0.14,0.942,0.6123654842376709
0.14,0.958,0.622377872467041
0.14,0.974,0.6674947738647461
0.14,0.99,0.6552484035491943
0.14666666666666667,0.75,0.6200850009918213
0.14666666666666667,0.766,0.6269690990447998
0.14666666666666667,0.782,0.7519373893737793
0.14666666666666667,0.798,0.8868136405944824
0.14666666666666667,0.8140000000000001,0.7126204967498779
0.14666666666666667,0.83,0.6456108093261719
0.14666666666666667,0.846,0.6649832725524902
0.14666666666666667,0.862,0.6682233810424805
0.14666666666666667,0.878,0.7041394710540771
0.14666666666666667,0.894,0.6557931900024414
0.14666666666666667,0.91,0.6511726379394531
0.14666666666666667,0.9259999999999999,0.7150936126708984
0.14666666666666667,0.942,0.8259096145629883
0.14666666666666667,0.958,0.7949426174163818
0.14666666666666667,0.974,0.8351151943206787
0.14666666666666667,0.99,0.9034984111785889
0.15333333333333335,0.75,0.5872969627380371
0.15333333333333335,0.766,0.5886862277984619
0.15333333333333335,0.782,0.5521059036254883
0.15333333333333335,0.798,0.5742933750152588
