support,confidence,average_rules
0.006,0.55,112.33333333333333
0.006,0.5800000000000001,107.66666666666667
0.006,0.61,103.0
0.006,0.64,100.66666666666667
0.006,0.67,100.66666666666667
0.006,0.7,100.66666666666667
0.006,0.73,98.33333333333333
0.006,0.76,98.33333333333333
0.006,0.79,98.33333333333333
0.006,0.8200000000000001,98.33333333333333
0.006,0.85,98.33333333333333
0.006,0.88,98.33333333333333
0.006,0.9099999999999999,98.33333333333333
0.006,0.94,98.33333333333333
0.006,0.97,98.33333333333333
0.006,1.0,65.66666666666667
0.008933333333333335,0.55,75.66666666666667
0.008933333333333335,0.5800000000000001,71.0
0.008933333333333335,0.61,68.66666666666667
0.008933333333333335,0.64,68.66666666666667
0.008933333333333335,0.67,68.66666666666667
0.008933333333333335,0.7,68.66666666666667
0.008933333333333335,0.73,66.33333333333333
0.008933333333333335,0.76,66.33333333333333
0.008933333333333335,0.79,66.33333333333333
0.008933333333333335,0.8200000000000001,66.33333333333333
0.008933333333333335,0.85,66.33333333333333
0.008933333333333335,0.88,66.33333333333333
0.008933333333333335,0.9099999999999999,66.33333333333333
0.008933333333333335,0.94,66.33333333333333
0.008933333333333335,0.97,66.33333333333333
0.008933333333333335,1.0,44.333333333333336
0.011866666666666668,0.55,59.333333333333336
0.011866666666666668,0.5800000000000001,54.666666666666664
0.011866666666666668,0.61,54.666666666666664
0.011866666666666668,0.64,54.666666666666664
0.011866666666666668,0.67,54.666666666666664
0.011866666666666668,0.7,54.666666666666664
0.011866666666666668,0.73,52.333333333333336
0.011866666666666668,0.76,52.333333333333336
0.011866666666666668,0.79,52.333333333333336
0.011866666666666668,0.8200000000000001,52.333333333333336
0.011866666666666668,0.85,52.333333333333336
0.011866666666666668,0.88,52.333333333333336
0.011866666666666668,0.9099999999999999,52.333333333333336
0.011866666666666668,0.94,52.333333333333336
0.011866666666666668,0.97,52.333333333333336
0.011866666666666668,1.0,35.0
0.014800000000000002,0.55,53.333333333333336
0.014800000000000002,0.5800000000000001,48.666666666666664
0.014800000000000002,0.61,48.666666666666664
0.014800000000000002,0.64,48.666666666666664
0.014800000000000002,0.67,48.666666666666664
0.014800000000000002,0.7,48.666666666666664
0.014800000000000002,0.73,46.333333333333336
0.014800000000000002,0.76,46.333333333333336
0.014800000000000002,0.79,46.333333333333336
0.014800000000000002,0.8200000000000001,46.333333333333336
0.014800000000000002,0.85,46.333333333333336
0.014800000000000002,0.88,46.333333333333336
0.014800000000000002,0.9099999999999999,46.333333333333336
0.014800000000000002,0.94,46.333333333333336
0.014800000000000002,0.97,46.333333333333336
0.014800000000000002,1.0,31.0
0.017733333333333337,0.55,46.333333333333336
0.017733333333333337,0.5800000000000001,41.666666666666664
0.017733333333333337,0.61,41.666666666666664
0.017733333333333337,0.64,41.666666666666664
0.017733333333333337,0.67,41.666666666666664
0.017733333333333337,0.7,41.666666666666664
0.017733333333333337,0.73,39.333333333333336
0.017733333333333337,0.76,39.333333333333336
0.017733333333333337,0.79,39.333333333333336
0.017733333333333337,0.8200000000000001,39.333333333333336
0.017733333333333337,0.85,39.333333333333336
0.017733333333333337,0.88,39.333333333333336
0.017733333333333337,0.9099999999999999,39.333333333333336
0.017733333333333337,0.94,39.333333333333336
0.017733333333333337,0.97,39.333333333333336
0.017733333333333337,1.0,26.333333333333332
0.020666666666666667,0.55,38.333333333333336
0.020666666666666667,0.5800000000000001,33.666666666666664
0.020666666666666667,0.61,33.666666666666664
0.020666666666666667,0.64,33.666666666666664
0.020666666666666667,0.67,33.666666666666664
0.020666666666666667,0.7,33.666666666666664
0.020666666666666667,0.73,31.333333333333332
0.020666666666666667,0.76,31.333333333333332
