support,confidence,apriori_python_time,apyori_time,efficient_apriori_time
0.007,0.45,15.167245864868164,0.1751410961151123,0.22476506233215332
0.007,0.4714285714285714,17.322510957717896,0.3628053665161133,0.2808499336242676
0.007,0.4928571428571429,21.448087453842163,0.13747119903564453,0.08240866661071777
0.007,0.5142857142857142,12.205421447753906,0.1346724033355713,0.09232258796691895
0.007,0.5357142857142857,12.513013124465942,0.12980294227600098,0.08280682563781738
0.007,0.5571428571428572,12.065638542175293,0.12026429176330566,0.08032655715942383
0.007,0.5785714285714285,12.711957931518555,0.1259174346923828,0.08517313003540039
0.007,0.6,12.579784393310547,0.128464937210083,0.08471894264221191
0.007142857142857143,0.45,11.907881259918213,0.11657404899597168,0.08002066612243652
0.007142857142857143,0.4714285714285714,11.802041292190552,0.11840677261352539,0.0806574821472168
0.007142857142857143,0.4928571428571429,11.67575979232788,0.11786413192749023,0.12405776977539062
0.007142857142857143,0.5142857142857142,11.665270566940308,0.15134716033935547,0.08789777755737305
0.007142857142857143,0.5357142857142857,11.905845642089844,0.132063627243042,0.08128762245178223
0.007142857142857143,0.5571428571428572,11.50497055053711,0.12146472930908203,0.07749342918395996
0.007142857142857143,0.5785714285714285,11.749732255935669,0.117156982421875,0.07870197296142578
0.007142857142857143,0.6,21.43249487876892,0.5578231811523438,0.16500568389892578
0.007285714285714286,0.45,21.901657104492188,0.1344432830810547,0.09744882583618164
0.007285714285714286,0.4714285714285714,12.997648000717163,0.12858796119689941,0.09128856658935547
0.007285714285714286,0.4928571428571429,13.679020404815674,0.12932229042053223,0.08879590034484863
0.007285714285714286,0.5142857142857142,13.098846673965454,0.1275794506072998,0.08666515350341797
0.007285714285714286,0.5357142857142857,13.40308165550232,0.14422082901000977,0.09837841987609863
0.007285714285714286,0.5571428571428572,13.308241367340088,0.12825942039489746,0.11947822570800781
0.007285714285714286,0.5785714285714285,12.994459867477417,0.13196253776550293,0.09305477142333984
0.007285714285714286,0.6,13.025160312652588,0.14814543724060059,0.08090829849243164
0.0074285714285714285,0.45,17.368936777114868,0.14548110961914062,0.0997171401977539
0.0074285714285714285,0.4714285714285714,13.660035610198975,0.14315414428710938,0.09050559997558594
0.0074285714285714285,0.4928571428571429,14.213636875152588,0.12344217300415039,0.0816349983215332
0.0074285714285714285,0.5142857142857142,13.250085592269897,0.1060636043548584,0.0902702808380127
0.0074285714285714285,0.5357142857142857,13.072558879852295,0.1192467212677002,0.07823991775512695
0.0074285714285714285,0.5571428571428572,13.529711961746216,0.13199758529663086,0.08245849609375
0.0074285714285714285,0.5785714285714285,12.993693590164185,0.12420177459716797,0.08613753318786621
0.0074285714285714285,0.6,13.69242262840271,0.13604998588562012,0.09910202026367188
0.007571428571428572,0.45,13.147656917572021,0.13152384757995605,0.07817864418029785
0.007571428571428572,0.4714285714285714,13.509268522262573,0.12174844741821289,0.08263421058654785
0.007571428571428572,0.4928571428571429,13.949223279953003,0.1442406177520752,0.1080930233001709
0.007571428571428572,0.5142857142857142,13.559867143630981,0.12289023399353027,0.08716940879821777
0.007571428571428572,0.5357142857142857,12.756367444992065,0.11857295036315918,0.0861811637878418
0.007571428571428572,0.5571428571428572,12.413426637649536,0.1222376823425293,0.08495593070983887
0.007571428571428572,0.5785714285714285,13.099053859710693,0.1154935359954834,0.07915091514587402
0.007571428571428572,0.6,12.127542734146118,0.12417912483215332,0.08518862724304199
0.007714285714285714,0.45,12.452364206314087,0.13024067878723145,0.07597923278808594
0.007714285714285714,0.4714285714285714,12.333791017532349,0.11636829376220703,0.08815264701843262
0.007714285714285714,0.4928571428571429,13.678125858306885,0.13674235343933105,0.18205881118774414
0.007714285714285714,0.5142857142857142,13.336015701293945,0.11922836303710938,0.08488917350769043
0.007714285714285714,0.5357142857142857,12.564898014068604,0.1028280258178711,0.07523202896118164
0.007714285714285714,0.5571428571428572,13.006736040115356,0.12364554405212402,0.08720922470092773
0.007714285714285714,0.5785714285714285,12.977845907211304,0.11487293243408203,0.088653564453125
0.007714285714285714,0.6,12.242129802703857,0.11709046363830566,0.0950934886932373
0.007857142857142858,0.45,12.081074476242065,0.11102938652038574,0.07866501808166504
0.007857142857142858,0.4714285714285714,11.918309450149536,0.11243629455566406,0.08570432662963867
0.007857142857142858,0.4928571428571429,12.454900741577148,0.11038899421691895,0.0812525749206543
0.007857142857142858,0.5142857142857142,12.627080202102661,0.10426878929138184,0.07965755462646484
0.007857142857142858,0.5357142857142857,11.520343542098999,0.1056971549987793,0.07855725288391113
0.007857142857142858,0.5571428571428572,11.494293451309204,0.1056663990020752,0.07928013801574707
0.007857142857142858,0.5785714285714285,12.820788860321045,0.13654065132141113,0.13614892959594727
0.007857142857142858,0.6,14.442606210708618,0.14578962326049805,0.1166841983795166
0.008,0.45,12.752687692642212,0.1100156307220459,0.08032345771789551
0.008,0.4714285714285714,12.09083366394043,0.09828424453735352,0.07970762252807617
0.008,0.4928571428571429,11.677155256271362,0.1023719310760498,0.0756216049194336
0.008,0.5142857142857142,12.825213432312012,0.1169891357421875,0.07820320129394531
0.008,0.5357142857142857,12.816026210784912,0.12493515014648438,0.08385658264160156
0.008,0.5571428571428572,12.329540967941284,0.09572768211364746,0.08692121505737305
0.008,0.5785714285714285,11.913902997970581,0.12111735343933105,0.0776357650756836
0.008,0.6,12.115801572799683,0.11879301071166992,0.07564854621887207
